35004,60877.0
35005,50271.0
35006,41540.0
35007,69691.0
35010,36795.0
35013,
35014,46828.0
35016,45435.0
35019,31500.0
35020,27772.0
35022,60249.0
35023,49570.0
35031,36813.0
35032,27321.0
35033,40568.0
35034,35625.0
35035,82885.0
35036,16029.0
35040,63501.0
35042,42393.0
35043,91875.0
35044,38490.0
35045,45857.0
35046,44048.0
35049,41477.0
35051,46315.0
35052,
35053,40473.0
35054,49133.0
35055,40389.0
35057,49605.0
35058,39078.0
35060,
35061,41711.0
35062,44179.0
35063,43633.0
35064,36211.0
35068,54312.0
35070,31429.0
35071,62570.0
35072,37991.0
35073,46745.0
35074,
35077,38133.0
35078,43013.0
35079,51406.0
35080,83933.0
35082,
35083,35092.0
35085,36040.0
35087,29221.0
35089,28189.0
35091,77218.0
35094,59097.0
35096,51010.0
35097,43000.0
35098,36971.0
35111,74950.0
35112,97966.0
35114,80948.0
35115,39712.0
35116,64950.0
35117,68438.0
35118,53088.0
35119,
35120,60100.0
35121,48814.0
35124,75730.0
35125,40700.0
35126,64098.0
35127,64761.0
35128,50101.0
35130,39677.0
35131,36101.0
35133,46573.0
35135,52656.0
35136,39321.0
35139,
35143,55769.0
35146,65907.0
35147,78460.0
35148,34792.0
35149,35590.0
35150,33750.0
35151,38438.0
35160,33757.0
35171,50057.0
35172,33638.0
35173,81776.0
35175,51087.0
35176,42350.0
35178,47782.0
35179,43757.0
35180,53647.0
35183,53519.0
35184,41461.0
35186,61576.0
35187,
35188,57118.0
35203,16295.0
35204,21929.0
35205,34399.0
35206,32537.0
35207,23170.0
35208,34755.0
35209,52734.0
35210,44975.0
35211,30941.0
35212,29220.0
35213,110696.0
35214,45820.0
35215,37846.0
35216,58742.0
35217,31134.0
35218,24645.0
35221,32627.0
35222,53034.0
35223,121738.0
35224,35240.0
35226,102616.0
35228,32399.0
35229,
35233,39583.0
35234,24228.0
35235,52175.0
35242,88167.0
35243,74890.0
35244,84158.0
35254,10688.0
35401,24732.0
35404,39574.0
35405,52407.0
35406,89260.0
35441,36731.0
35442,30917.0
35443,14474.0
35444,49854.0
35446,55852.0
35447,35809.0
35452,56406.0
35453,50067.0
35456,49495.0
35457,
35458,39655.0
35459,37197.0
35460,20753.0
35461,40673.0
35462,21819.0
35463,56429.0
35464,16667.0
35466,41305.0
35469,
35470,13506.0
35473,57851.0
35474,49334.0
35475,79294.0
35476,40074.0
35477,51364.0
35480,80500.0
35481,27702.0
35490,53242.0
35501,33573.0
35503,43575.0
35504,46597.0
35540,45074.0
35541,44113.0
35542,35588.0
35543,29901.0
35544,52383.0
35545,31042.0
35546,38566.0
35548,32000.0
35549,33281.0
35550,32168.0
35552,31477.0
35553,33617.0
35554,40000.0
35555,38070.0
35559,
35563,36323.0
35564,27708.0
35565,31781.0
35570,38673.0
35571,36786.0
35572,29205.0
35574,36635.0
35575,41563.0
35576,40662.0
35577,
35578,34805.0
35579,39127.0
35580,39777.0
35581,31381.0
35582,36795.0
35584,26875.0
35585,41917.0
35586,28905.0
35587,35676.0
35592,43868.0
35593,39130.0
35594,37239.0
35601,38898.0
35603,52205.0
35610,40586.0
35611,35651.0
35613,74100.0
35614,37396.0
35615,
35616,39934.0
35618,28438.0
35619,48827.0
35620,49144.0
35621,38333.0
35622,51000.0
35630,32702.0
35633,53401.0
35634,65731.0
35640,52239.0
35643,42000.0
35645,57748.0
35646,39492.0
35647,43594.0
35648,48516.0
35649,109750.0
35650,45010.0
35651,35769.0
35652,46804.0
35653,41868.0
35654,39323.0
35660,33463.0
35661,52331.0
35670,45592.0
35671,31507.0
35672,51522.0
35673,53811.0
35674,49532.0
35677,41250.0
35740,33177.0
35741,82286.0
35744,35714.0
35745,32250.0
35746,32422.0
35747,42667.0
35748,62313.0
35749,83457.0
35750,45158.0
35751,18304.0
35752,44232.0
35754,52032.0
35755,40417.0
35756,77143.0
35757,91819.0
35758,87609.0
35759,83533.0
35760,46861.0
35761,61058.0
35763,105655.0
35764,33333.0
